Segment,Country, Product , Discount Band ,Units Sold, Manufacturing Price , Sale Price , Gross Sales , Discounts , Sales, COGS ,Profit,Date,Month Number, Month Name ,Year
Government,France, Montana , Medium ,1976, $5.00 , $20.00 ," $39,520.00 "," $2,766.40 ",36753.60," $19,760.00 ",16993.60,10/1/2014,10, October ,2014
Small Business,France, Montana , Medium ,2181, $5.00 , $300.00 ," $654,300.00 "," $45,801.00 ",608499.00," $545,250.00 ",63249.00,10/1/2014,10, October ,2014
Enterprise,Germany, Montana , Medium ,2500, $5.00 , $125.00 ," $312,500.00 "," $21,875.00 ",290625.00," $300,000.00 ",-9375.00,11/1/2013,11, November ,2013
Small Business,Canada, Paseo , Medium ,1702, $10.00 , $300.00 ," $510,600.00 "," $35,742.00 ",474858.00," $425,500.00 ",49358.00,5/1/2014,5, May ,2014
Small Business,France, Paseo , Medium ,448, $10.00 , $300.00 ," $134,400.00 "," $9,408.00 ",124992.00," $112,000.00 ",12992.00,6/1/2014,6, June ,2014
Enterprise,Germany, Paseo , Medium ,3513, $10.00 , $125.00 ," $439,125.00 "," $30,738.75 ",408386.25," $421,560.00 ",-13173.75,7/1/2014,7, July ,2014
Midmarket,France, Paseo , Medium ,2101, $10.00 , $15.00 ," $31,515.00 "," $2,206.05 ",29308.95," $21,010.00 ",8298.95,8/1/2014,8, August ,2014
Midmarket,United States of America, Paseo , Medium ,2931, $10.00 , $15.00 ," $43,965.00 "," $3,077.55 ",40887.45," $29,310.00 ",11577.45,9/1/2013,9, September ,2013
Government,France, Paseo , Medium ,1535, $10.00 , $20.00 ," $30,700.00 "," $2,149.00 ",28551.00," $15,350.00 ",13201.00,9/1/2014,9, September ,2014
Small Business,Germany, Paseo , Medium ,1123, $10.00 , $300.00 ," $336,900.00 "," $23,583.00 ",313317.00," $280,750.00 ",32567.00,9/1/2013,9, September ,2013
Small Business,Canada, Paseo , Medium ,1404, $10.00 , $300.00 ," $421,200.00 "," $29,484.00 ",391716.00," $351,000.00 ",40716.00,11/1/2013,11, November ,2013
Channel Partners,Mexico, Paseo , Medium ,2763, $10.00 , $12.00 ," $33,156.00 "," $2,320.92 ",30835.08," $8,289.00 ",22546.08,11/1/2013,11, November ,2013
Government,Germany, Paseo , Medium ,2125, $10.00 , $7.00 ," $14,875.00 "," $1,041.25 ",13833.75," $10,625.00 ",3208.75,12/1/2013,12, December ,2013
Small Business,France, Velo , Medium ,1659, $120.00 , $300.00 ," $497,700.00 "," $34,839.00 ",462861.00," $414,750.00 ",48111.00,7/1/2014,7, July ,2014
Government,Mexico, Velo , Medium ,609, $120.00 , $20.00 ," $12,180.00 ", $852.60 ,11327.40," $6,090.00 ",5237.40,8/1/2014,8, August ,2014
Enterprise,Germany, Velo , Medium ,2087, $120.00 , $125.00 ," $260,875.00 "," $18,261.25 ",242613.75," $250,440.00 ",-7826.25,9/1/2014,9, September ,2014
Government,France, Velo , Medium ,1976, $120.00 , $20.00 ," $39,520.00 "," $2,766.40 ",36753.60," $19,760.00 ",16993.60,10/1/2014,10, October ,2014
Government,United States of America, Velo , Medium ,1421, $120.00 , $20.00 ," $28,420.00 "," $1,989.40 ",26430.60," $14,210.00 ",12220.60,12/1/2013,12, December ,2013
Small Business,United States of America, Velo , Medium ,1372, $120.00 , $300.00 ," $411,600.00 "," $28,812.00 ",382788.00," $343,000.00 ",39788.00,12/1/2014,12, December ,2014
Government,Germany, Velo , Medium ,588, $120.00 , $20.00 ," $11,760.00 ", $823.20 ,10936.80," $5,880.00 ",5056.80,12/1/2013,12, December ,2013
Channel Partners,Canada, VTT , Medium ,3244.5, $250.00 , $12.00 ," $38,934.00 "," $2,725.38 ",36208.62," $9,733.50 ",26475.12,1/1/2014,1, January ,2014
Small Business,France, VTT , Medium ,959, $250.00 , $300.00 ," $287,700.00 "," $20,139.00 ",267561.00," $239,750.00 ",27811.00,2/1/2014,2, February ,2014
Small Business,Mexico, VTT , Medium ,2747, $250.00 , $300.00 ," $824,100.00 "," $57,687.00 ",766413.00," $686,750.00 ",79663.00,2/1/2014,2, February ,2014
Enterprise,Canada, Amarilla , Medium ,1645, $260.00 , $125.00 ," $205,625.00 "," $14,393.75 ",191231.25," $197,400.00 ",-6168.75,5/1/2014,5, May ,2014
Government,France, Amarilla , Medium ,2876, $260.00 , $350.00 ," $1,006,600.00 "," $70,462.00 ",936138.00," $747,760.00 ",188378.00,9/1/2014,9, September ,2014
Enterprise,Germany, Amarilla , Medium ,994, $260.00 , $125.00 ," $124,250.00 "," $8,697.50 ",115552.50," $119,280.00 ",-3727.50,9/1/2013,9, September ,2013
Government,Canada, Amarilla , Medium ,1118, $260.00 , $20.00 ," $22,360.00 "," $1,565.20 ",20794.80," $11,180.00 ",9614.80,11/1/2014,11, November ,2014
Small Business,United States of America, Amarilla , Medium ,1372, $260.00 , $300.00 ," $411,600.00 "," $28,812.00 ",382788.00," $343,000.00 ",39788.00,12/1/2014,12, December ,2014
Government,Canada, Montana , Medium ,488, $5.00 , $7.00 ," $3,416.00 ", $273.28 ,3142.72," $2,440.00 ",702.72,2/1/2014,2, February ,2014
Government,United States of America, Montana , Medium ,1282, $5.00 , $20.00 ," $25,640.00 "," $2,051.20 ",23588.80," $12,820.00 ",10768.80,6/1/2014,6, June ,2014
Government,Canada, Paseo , Medium ,257, $10.00 , $7.00 ," $1,799.00 ", $143.92 ,1655.08," $1,285.00 ",370.08,5/1/2014,5, May ,2014
Government,United States of America, Amarilla , Medium ,1282, $260.00 , $20.00 ," $25,640.00 "," $2,051.20 ",23588.80," $12,820.00 ",10768.80,6/1/2014,6, June ,2014
Enterprise,Mexico, Carretera , Medium ,1540, $3.00 , $125.00 ," $192,500.00 "," $15,400.00 ",177100.00," $184,800.00 ",-7700.00,8/1/2014,8, August ,2014
Midmarket,France, Carretera , Medium ,490, $3.00 , $15.00 ," $7,350.00 ", $588.00 ,6762.00," $4,900.00 ",1862.00,11/1/2014,11, November ,2014
Government,Mexico, Carretera , Medium ,1362, $3.00 , $350.00 ," $476,700.00 "," $38,136.00 ",438564.00," $354,120.00 ",84444.00,12/1/2014,12, December ,2014
Midmarket,France, Montana , Medium ,2501, $5.00 , $15.00 ," $37,515.00 "," $3,001.20 ",34513.80," $25,010.00 ",9503.80,3/1/2014,3, March ,2014
Government,Canada, Montana , Medium ,708, $5.00 , $20.00 ," $14,160.00 "," $1,132.80 ",13027.20," $7,080.00 ",5947.20,6/1/2014,6, June ,2014
Government,Germany, Montana , Medium ,645, $5.00 , $20.00 ," $12,900.00 "," $1,032.00 ",11868.00," $6,450.00 ",5418.00,7/1/2014,7, July ,2014
Small Business,France, Montana , Medium ,1562, $5.00 , $300.00 ," $468,600.00 "," $37,488.00 ",431112.00," $390,500.00 ",40612.00,8/1/2014,8, August ,2014
Small Business,Canada, Montana , Medium ,1283, $5.00 , $300.00 ," $384,900.00 "," $30,792.00 ",354108.00," $320,750.00 ",33358.00,9/1/2013,9, September ,2013
Midmarket,Germany, Montana , Medium ,711, $5.00 , $15.00 ," $10,665.00 ", $853.20 ,9811.80," $7,110.00 ",2701.80,12/1/2014,12, December ,2014
Enterprise,Mexico, Paseo , Medium ,1114, $10.00 , $125.00 ," $139,250.00 "," $11,140.00 ",128110.00," $133,680.00 ",-5570.00,3/1/2014,3, March ,2014
Government,Germany, Paseo , Medium ,1259, $10.00 , $7.00 ," $8,813.00 ", $705.04 ,8107.96," $6,295.00 ",1812.96,4/1/2014,4, April ,2014
Government,Germany, Paseo , Medium ,1095, $10.00 , $7.00 ," $7,665.00 ", $613.20 ,7051.80," $5,475.00 ",1576.80,5/1/2014,5, May ,2014
Government,Germany, Paseo , Medium ,1366, $10.00 , $20.00 ," $27,320.00 "," $2,185.60 ",25134.40," $13,660.00 ",11474.40,6/1/2014,6, June ,2014
Small Business,Mexico, Paseo , Medium ,2460, $10.00 , $300.00 ," $738,000.00 "," $59,040.00 ",678960.00," $615,000.00 ",63960.00,6/1/2014,6, June ,2014
Government,United States of America, Paseo , Medium ,678, $10.00 , $7.00 ," $4,746.00 ", $379.68 ,4366.32," $3,390.00 ",976.32,8/1/2014,8, August ,2014
Government,Germany, Paseo , Medium ,1598, $10.00 , $7.00 ," $11,186.00 ", $894.88 ,10291.12," $7,990.00 ",2301.12,8/1/2014,8, August ,2014
Government,Germany, Paseo , Medium ,2409, $10.00 , $7.00 ," $16,863.00 "," $1,349.04 ",15513.96," $12,045.00 ",3468.96,9/1/2013,9, September ,2013
Government,Germany, Paseo , Medium ,1934, $10.00 , $20.00 ," $38,680.00 "," $3,094.40 ",35585.60," $19,340.00 ",16245.60,9/1/2014,9, September ,2014
Government,Mexico, Paseo , Medium ,2993, $10.00 , $20.00 ," $59,860.00 "," $4,788.80 ",55071.20," $29,930.00 ",25141.20,9/1/2014,9, September ,2014
Government,Germany, Paseo , Medium ,2146, $10.00 , $350.00 ," $751,100.00 "," $60,088.00 ",691012.00," $557,960.00 ",133052.00,11/1/2013,11, November ,2013
Government,Mexico, Paseo , Medium ,1946, $10.00 , $7.00 ," $13,622.00 "," $1,089.76 ",12532.24," $9,730.00 ",2802.24,12/1/2013,12, December ,2013
Government,Mexico, Paseo , Medium ,1362, $10.00 , $350.00 ," $476,700.00 "," $38,136.00 ",438564.00," $354,120.00 ",84444.00,12/1/2014,12, December ,2014
Channel Partners,Canada, Velo , Medium ,598, $120.00 , $12.00 ," $7,176.00 ", $574.08 ,6601.92," $1,794.00 ",4807.92,3/1/2014,3, March ,2014
Government,United States of America, Velo , Medium ,2907, $120.00 , $7.00 ," $20,349.00 "," $1,627.92 ",18721.08," $14,535.00 ",4186.08,6/1/2014,6, June ,2014
Government,Germany, Velo , Medium ,2338, $120.00 , $7.00 ," $16,366.00 "," $1,309.28 ",15056.72," $11,690.00 ",3366.72,6/1/2014,6, June ,2014
Small Business,France, Velo , Medium ,386, $120.00 , $300.00 ," $115,800.00 "," $9,264.00 ",106536.00," $96,500.00 ",10036.00,11/1/2013,11, November ,2013
Small Business,Mexico, Velo , Medium ,635, $120.00 , $300.00 ," $190,500.00 "," $15,240.00 ",175260.00," $158,750.00 ",16510.00,12/1/2014,12, December ,2014
Government,France, VTT , Medium ,574.5, $250.00 , $350.00 ," $201,075.00 "," $16,086.00 ",184989.00," $149,370.00 ",35619.00,4/1/2014,4, April ,2014
Government,Germany, VTT , Medium ,2338, $250.00 , $7.00 ," $16,366.00 "," $1,309.28 ",15056.72," $11,690.00 ",3366.72,6/1/2014,6, June ,2014
Government,France, VTT , Medium ,381, $250.00 , $350.00 ," $133,350.00 "," $10,668.00 ",122682.00," $99,060.00 ",23622.00,8/1/2014,8, August ,2014
Government,Germany, VTT , Medium ,422, $250.00 , $350.00 ," $147,700.00 "," $11,816.00 ",135884.00," $109,720.00 ",26164.00,8/1/2014,8, August ,2014
Small Business,Canada, VTT , Medium ,2134, $250.00 , $300.00 ," $640,200.00 "," $51,216.00 ",588984.00," $533,500.00 ",55484.00,9/1/2014,9, September ,2014
Small Business,United States of America, VTT , Medium ,808, $250.00 , $300.00 ," $242,400.00 "," $19,392.00 ",223008.00," $202,000.00 ",21008.00,12/1/2013,12, December ,2013
Government,Canada, Amarilla , Medium ,708, $260.00 , $20.00 ," $14,160.00 "," $1,132.80 ",13027.20," $7,080.00 ",5947.20,6/1/2014,6, June ,2014
Government,United States of America, Amarilla , Medium ,2907, $260.00 , $7.00 ," $20,349.00 "," $1,627.92 ",18721.08," $14,535.00 ",4186.08,6/1/2014,6, June ,2014
Government,Germany, Amarilla , Medium ,1366, $260.00 , $20.00 ," $27,320.00 "," $2,185.60 ",25134.40," $13,660.00 ",11474.40,6/1/2014,6, June ,2014
Small Business,Mexico, Amarilla , Medium ,2460, $260.00 , $300.00 ," $738,000.00 "," $59,040.00 ",678960.00," $615,000.00 ",63960.00,6/1/2014,6, June ,2014
Government,Germany, Amarilla , Medium ,1520, $260.00 , $20.00 ," $30,400.00 "," $2,432.00 ",27968.00," $15,200.00 ",12768.00,11/1/2014,11, November ,2014
Midmarket,Germany, Amarilla , Medium ,711, $260.00 , $15.00 ," $10,665.00 ", $853.20 ,9811.80," $7,110.00 ",2701.80,12/1/2014,12, December ,2014
Channel Partners,Mexico, Amarilla , Medium ,1375, $260.00 , $12.00 ," $16,500.00 "," $1,320.00 ",15180.00," $4,125.00 ",11055.00,12/1/2013,12, December ,2013
Small Business,Mexico, Amarilla , Medium ,635, $260.00 , $300.00 ," $190,500.00 "," $15,240.00 ",175260.00," $158,750.00 ",16510.00,12/1/2014,12, December ,2014
Government,United States of America, VTT , Medium ,436.5, $250.00 , $20.00 ," $8,730.00 ", $698.40 ,8031.60," $4,365.00 ",3666.60,7/1/2014,7, July ,2014
Small Business,Canada, Carretera , Medium ,1094, $3.00 , $300.00 ," $328,200.00 "," $29,538.00 ",298662.00," $273,500.00 ",25162.00,6/1/2014,6, June ,2014
Channel Partners,Mexico, Carretera , Medium ,367, $3.00 , $12.00 ," $4,404.00 ", $396.36 ,4007.64," $1,101.00 ",2906.64,10/1/2013,10, October ,2013
Small Business,Canada, Montana , Medium ,3802.5, $5.00 , $300.00 ," $1,140,750.00 "," $102,667.50 ",1038082.50," $950,625.00 ",87457.50,4/1/2014,4, April ,2014
Government,France, Montana , Medium ,1666, $5.00 , $350.00 ," $583,100.00 "," $52,479.00 ",530621.00," $433,160.00 ",97461.00,5/1/2014,5, May ,2014
Small Business,France, Montana , Medium ,322, $5.00 , $300.00 ," $96,600.00 "," $8,694.00 ",87906.00," $80,500.00 ",7406.00,9/1/2013,9, September ,2013
Channel Partners,Canada, Montana , Medium ,2321, $5.00 , $12.00 ," $27,852.00 "," $2,506.68 ",25345.32," $6,963.00 ",18382.32,11/1/2014,11, November ,2014
Enterprise,France, Montana , Medium ,1857, $5.00 , $125.00 ," $232,125.00 "," $20,891.25 ",211233.75," $222,840.00 ",-11606.25,11/1/2013,11, November ,2013
Government,Canada, Montana , Medium ,1611, $5.00 , $7.00 ," $11,277.00 "," $1,014.93 ",10262.07," $8,055.00 ",2207.07,12/1/2013,12, December ,2013
Enterprise,United States of America, Montana , Medium ,2797, $5.00 , $125.00 ," $349,625.00 "," $31,466.25 ",318158.75," $335,640.00 ",-17481.25,12/1/2014,12, December ,2014
Small Business,Germany, Montana , Medium ,334, $5.00 , $300.00 ," $100,200.00 "," $9,018.00 ",91182.00," $83,500.00 ",7682.00,12/1/2013,12, December ,2013
Small Business,Mexico, Paseo , Medium ,2565, $10.00 , $300.00 ," $769,500.00 "," $69,255.00 ",700245.00," $641,250.00 ",58995.00,1/1/2014,1, January ,2014
Government,Mexico, Paseo , Medium ,2417, $10.00 , $350.00 ," $845,950.00 "," $76,135.50 ",769814.50," $628,420.00 ",141394.50,1/1/2014,1, January ,2014
Midmarket,United States of America, Paseo , Medium ,3675, $10.00 , $15.00 ," $55,125.00 "," $4,961.25 ",50163.75," $36,750.00 ",13413.75,4/1/2014,4, April ,2014
Small Business,Canada, Paseo , Medium ,1094, $10.00 , $300.00 ," $328,200.00 "," $29,538.00 ",298662.00," $273,500.00 ",25162.00,6/1/2014,6, June ,2014
Midmarket,France, Paseo , Medium ,1227, $10.00 , $15.00 ," $18,405.00 "," $1,656.45 ",16748.55," $12,270.00 ",4478.55,10/1/2014,10, October ,2014
Channel Partners,Mexico, Paseo , Medium ,367, $10.00 , $12.00 ," $4,404.00 ", $396.36 ,4007.64," $1,101.00 ",2906.64,10/1/2013,10, October ,2013
Small Business,France, Paseo , Medium ,1324, $10.00 , $300.00 ," $397,200.00 "," $35,748.00 ",361452.00," $331,000.00 ",30452.00,11/1/2014,11, November ,2014
Channel Partners,Germany, Paseo , Medium ,1775, $10.00 , $12.00 ," $21,300.00 "," $1,917.00 ",19383.00," $5,325.00 ",14058.00,11/1/2013,11, November ,2013
Enterprise,United States of America, Paseo , Medium ,2797, $10.00 , $125.00 ," $349,625.00 "," $31,466.25 ",318158.75," $335,640.00 ",-17481.25,12/1/2014,12, December ,2014
Midmarket,Mexico, Velo , Medium ,245, $120.00 , $15.00 ," $3,675.00 ", $330.75 ,3344.25," $2,450.00 ",894.25,5/1/2014,5, May ,2014
Small Business,Canada, Velo , Medium ,3793.5, $120.00 , $300.00 ," $1,138,050.00 "," $102,424.50 ",1035625.50," $948,375.00 ",87250.50,7/1/2014,7, July ,2014
Government,Germany, Velo , Medium ,1307, $120.00 , $350.00 ," $457,450.00 "," $41,170.50 ",416279.50," $339,820.00 ",76459.50,7/1/2014,7, July ,2014
Enterprise,Canada, Velo , Medium ,567, $120.00 , $125.00 ," $70,875.00 "," $6,378.75 ",64496.25," $68,040.00 ",-3543.75,9/1/2014,9, September ,2014
Enterprise,Mexico, Velo , Medium ,2110, $120.00 , $125.00 ," $263,750.00 "," $23,737.50 ",240012.50," $253,200.00 ",-13187.50,9/1/2014,9, September ,2014
Government,Canada, Velo , Medium ,1269, $120.00 , $350.00 ," $444,150.00 "," $39,973.50 ",404176.50," $329,940.00 ",74236.50,10/1/2014,10, October ,2014
Channel Partners,United States of America, VTT , Medium ,1956, $250.00 , $12.00 ," $23,472.00 "," $2,112.48 ",21359.52," $5,868.00 ",15491.52,1/1/2014,1, January ,2014
Small Business,Germany, VTT , Medium ,2659, $250.00 , $300.00 ," $797,700.00 "," $71,793.00 ",725907.00," $664,750.00 ",61157.00,2/1/2014,2, February ,2014
Government,United States of America, VTT , Medium ,1351.5, $250.00 , $350.00 ," $473,025.00 "," $42,572.25 ",430452.75," $351,390.00 ",79062.75,4/1/2014,4, April ,2014
Channel Partners,Germany, VTT , Medium ,880, $250.00 , $12.00 ," $10,560.00 ", $950.40 ,9609.60," $2,640.00 ",6969.60,5/1/2014,5, May ,2014
Small Business,United States of America, VTT , Medium ,1867, $250.00 , $300.00 ," $560,100.00 "," $50,409.00 ",509691.00," $466,750.00 ",42941.00,9/1/2014,9, September ,2014
Channel Partners,France, VTT , Medium ,2234, $250.00 , $12.00 ," $26,808.00 "," $2,412.72 ",24395.28," $6,702.00 ",17693.28,9/1/2013,9, September ,2013
Midmarket,France, VTT , Medium ,1227, $250.00 , $15.00 ," $18,405.00 "," $1,656.45 ",16748.55," $12,270.00 ",4478.55,10/1/2014,10, October ,2014
Enterprise,Mexico, VTT , Medium ,877, $250.00 , $125.00 ," $109,625.00 "," $9,866.25 ",99758.75," $105,240.00 ",-5481.25,11/1/2014,11, November ,2014
Government,United States of America, Amarilla , Medium ,2071, $260.00 , $350.00 ," $724,850.00 "," $65,236.50 ",659613.50," $538,460.00 ",121153.50,9/1/2014,9, September ,2014
Government,Canada, Amarilla , Medium ,1269, $260.00 , $350.00 ," $444,150.00 "," $39,973.50 ",404176.50," $329,940.00 ",74236.50,10/1/2014,10, October ,2014
Midmarket,Germany, Amarilla , Medium ,970, $260.00 , $15.00 ," $14,550.00 "," $1,309.50 ",13240.50," $9,700.00 ",3540.50,11/1/2013,11, November ,2013
Government,Mexico, Amarilla , Medium ,1694, $260.00 , $20.00 ," $33,880.00 "," $3,049.20 ",30830.80," $16,940.00 ",13890.80,11/1/2014,11, November ,2014
Government,Germany, Carretera , Medium ,663, $3.00 , $20.00 ," $13,260.00 "," $1,193.40 ",12066.60," $6,630.00 ",5436.60,5/1/2014,5, May ,2014
Government,Canada, Carretera , Medium ,819, $3.00 , $7.00 ," $5,733.00 ", $515.97 ,5217.03," $4,095.00 ",1122.03,7/1/2014,7, July ,2014
Channel Partners,Germany, Carretera , Medium ,1580, $3.00 , $12.00 ," $18,960.00 "," $1,706.40 ",17253.60," $4,740.00 ",12513.60,9/1/2014,9, September ,2014
Government,Mexico, Carretera , Medium ,521, $3.00 , $7.00 ," $3,647.00 ", $328.23 ,3318.77," $2,605.00 ",713.77,12/1/2014,12, December ,2014
Government,United States of America, Paseo , Medium ,973, $10.00 , $20.00 ," $19,460.00 "," $1,751.40 ",17708.60," $9,730.00 ",7978.60,3/1/2014,3, March ,2014
Government,Mexico, Paseo , Medium ,1038, $10.00 , $20.00 ," $20,760.00 "," $1,868.40 ",18891.60," $10,380.00 ",8511.60,6/1/2014,6, June ,2014
Government,Germany, Paseo , Medium ,360, $10.00 , $7.00 ," $2,520.00 ", $226.80 ,2293.20," $1,800.00 ",493.20,10/1/2014,10, October ,2014
Channel Partners,France, Velo , Medium ,1967, $120.00 , $12.00 ," $23,604.00 "," $2,124.36 ",21479.64," $5,901.00 ",15578.64,3/1/2014,3, March ,2014
Midmarket,Mexico, Velo , Medium ,2628, $120.00 , $15.00 ," $39,420.00 "," $3,547.80 ",35872.20," $26,280.00 ",9592.20,4/1/2014,4, April ,2014
Government,Germany, VTT , Medium ,360, $250.00 , $7.00 ," $2,520.00 ", $226.80 ,2293.20," $1,800.00 ",493.20,10/1/2014,10, October ,2014
Government,France, VTT , Medium ,2682, $250.00 , $20.00 ," $53,640.00 "," $4,827.60 ",48812.40," $26,820.00 ",21992.40,11/1/2013,11, November ,2013
Government,Mexico, VTT , Medium ,521, $250.00 , $7.00 ," $3,647.00 ", $328.23 ,3318.77," $2,605.00 ",713.77,12/1/2014,12, December ,2014
Government,Mexico, Amarilla , Medium ,1038, $260.00 , $20.00 ," $20,760.00 "," $1,868.40 ",18891.60," $10,380.00 ",8511.60,6/1/2014,6, June ,2014
Midmarket,Canada, Amarilla , Medium ,1630.5, $260.00 , $15.00 ," $24,457.50 "," $2,201.18 ",22256.33," $16,305.00 ",5951.33,7/1/2014,7, July ,2014
Channel Partners,France, Amarilla , Medium ,306, $260.00 , $12.00 ," $3,672.00 ", $330.48 ,3341.52, $918.00 ,2423.52,12/1/2013,12, December ,2013
Channel Partners,United States of America, Carretera , High ,386, $3.00 , $12.00 ," $4,632.00 ", $463.20 ,4168.80," $1,158.00 ",3010.80,10/1/2013,10, October ,2013
Government,United States of America, Montana , High ,2328, $5.00 , $7.00 ," $16,296.00 "," $1,629.60 ",14666.40," $11,640.00 ",3026.40,9/1/2014,9, September ,2014
Channel Partners,United States of America, Paseo , High ,386, $10.00 , $12.00 ," $4,632.00 ", $463.20 ,4168.80," $1,158.00 ",3010.80,10/1/2013,10, October ,2013
Enterprise,United States of America, Carretera , High ,3445.5, $3.00 , $125.00 ," $430,687.50 "," $43,068.75 ",387618.75," $413,460.00 ",-25841.25,4/1/2014,4, April ,2014
Enterprise,France, Carretera , High ,1482, $3.00 , $125.00 ," $185,250.00 "," $18,525.00 ",166725.00," $177,840.00 ",-11115.00,12/1/2013,12, December ,2013
Government,United States of America, Montana , High ,2313, $5.00 , $350.00 ," $809,550.00 "," $80,955.00 ",728595.00," $601,380.00 ",127215.00,5/1/2014,5, May ,2014
Enterprise,United States of America, Montana , High ,1804, $5.00 , $125.00 ," $225,500.00 "," $22,550.00 ",202950.00," $216,480.00 ",-13530.00,11/1/2013,11, November ,2013
Midmarket,France, Montana , High ,2072, $5.00 , $15.00 ," $31,080.00 "," $3,108.00 ",27972.00," $20,720.00 ",7252.00,12/1/2014,12, December ,2014
Government,France, Paseo , High ,1954, $10.00 , $20.00 ," $39,080.00 "," $3,908.00 ",35172.00," $19,540.00 ",15632.00,3/1/2014,3, March ,2014
Small Business,Mexico, Paseo , High ,591, $10.00 , $300.00 ," $177,300.00 "," $17,730.00 ",159570.00," $147,750.00 ",11820.00,5/1/2014,5, May ,2014
Midmarket,France, Paseo , High ,2167, $10.00 , $15.00 ," $32,505.00 "," $3,250.50 ",29254.50," $21,670.00 ",7584.50,10/1/2013,10, October ,2013
Government,Germany, Paseo , High ,241, $10.00 , $20.00 ," $4,820.00 ", $482.00 ,4338.00," $2,410.00 ",1928.00,10/1/2014,10, October ,2014
Midmarket,Germany, Velo , High ,681, $120.00 , $15.00 ," $10,215.00 "," $1,021.50 ",9193.50," $6,810.00 ",2383.50,1/1/2014,1, January ,2014
Midmarket,Germany, Velo , High ,510, $120.00 , $15.00 ," $7,650.00 ", $765.00 ,6885.00," $5,100.00 ",1785.00,4/1/2014,4, April ,2014
Midmarket,United States of America, Velo , High ,790, $120.00 , $15.00 ," $11,850.00 "," $1,185.00 ",10665.00," $7,900.00 ",2765.00,5/1/2014,5, May ,2014
Government,France, Velo , High ,639, $120.00 , $350.00 ," $223,650.00 "," $22,365.00 ",201285.00," $166,140.00 ",35145.00,7/1/2014,7, July ,2014
Enterprise,United States of America, Velo , High ,1596, $120.00 , $125.00 ," $199,500.00 "," $19,950.00 ",179550.00," $191,520.00 ",-11970.00,9/1/2014,9, September ,2014
Small Business,United States of America, Velo , High ,2294, $120.00 , $300.00 ," $688,200.00 "," $68,820.00 ",619380.00," $573,500.00 ",45880.00,10/1/2013,10, October ,2013
Government,Germany, Velo , High ,241, $120.00 , $20.00 ," $4,820.00 ", $482.00 ,4338.00," $2,410.00 ",1928.00,10/1/2014,10, October ,2014
Government,Germany, Velo , High ,2665, $120.00 , $7.00 ," $18,655.00 "," $1,865.50 ",16789.50," $13,325.00 ",3464.50,11/1/2014,11, November ,2014
Enterprise,Canada, Velo , High ,1916, $120.00 , $125.00 ," $239,500.00 "," $23,950.00 ",215550.00," $229,920.00 ",-14370.00,12/1/2013,12, December ,2013
Small Business,France, Velo , High ,853, $120.00 , $300.00 ," $255,900.00 "," $25,590.00 ",230310.00," $213,250.00 ",17060.00,12/1/2014,12, December ,2014
Enterprise,Mexico, VTT , High ,341, $250.00 , $125.00 ," $42,625.00 "," $4,262.50 ",38362.50," $40,920.00 ",-2557.50,5/1/2014,5, May ,2014
Midmarket,Mexico, VTT , High ,641, $250.00 , $15.00 ," $9,615.00 ", $961.50 ,8653.50," $6,410.00 ",2243.50,7/1/2014,7, July ,2014
Government,United States of America, VTT , High ,2807, $250.00 , $350.00 ," $982,450.00 "," $98,245.00 ",884205.00," $729,820.00 ",154385.00,8/1/2014,8, August ,2014
Small Business,Mexico, VTT , High ,432, $250.00 , $300.00 ," $129,600.00 "," $12,960.00 ",116640.00," $108,000.00 ",8640.00,9/1/2014,9, September ,2014
Small Business,United States of America, VTT , High ,2294, $250.00 , $300.00 ," $688,200.00 "," $68,820.00 ",619380.00," $573,500.00 ",45880.00,10/1/2013,10, October ,2013
Midmarket,France, VTT , High ,2167, $250.00 , $15.00 ," $32,505.00 "," $3,250.50 ",29254.50," $21,670.00 ",7584.50,10/1/2013,10, October ,2013
Enterprise,Canada, VTT , High ,2529, $250.00 , $125.00 ," $316,125.00 "," $31,612.50 ",284512.50," $303,480.00 ",-18967.50,11/1/2014,11, November ,2014
Government,Germany, VTT , High ,1870, $250.00 , $350.00 ," $654,500.00 "," $65,450.00 ",589050.00," $486,200.00 ",102850.00,12/1/2013,12, December ,2013
Enterprise,United States of America, Amarilla , High ,579, $260.00 , $125.00 ," $72,375.00 "," $7,237.50 ",65137.50," $69,480.00 ",-4342.50,1/1/2014,1, January ,2014
Government,Canada, Amarilla , High ,2240, $260.00 , $350.00 ," $784,000.00 "," $78,400.00 ",705600.00," $582,400.00 ",123200.00,2/1/2014,2, February ,2014
Small Business,United States of America, Amarilla , High ,2993, $260.00 , $300.00 ," $897,900.00 "," $89,790.00 ",808110.00," $748,250.00 ",59860.00,3/1/2014,3, March ,2014
Channel Partners,Canada, Amarilla , High ,3520.5, $260.00 , $12.00 ," $42,246.00 "," $4,224.60 ",38021.40," $10,561.50 ",27459.90,4/1/2014,4, April ,2014
Government,Mexico, Amarilla , High ,2039, $260.00 , $20.00 ," $40,780.00 "," $4,078.00 ",36702.00," $20,390.00 ",16312.00,5/1/2014,5, May ,2014
Channel Partners,Germany, Amarilla , High ,2574, $260.00 , $12.00 ," $30,888.00 "," $3,088.80 ",27799.20," $7,722.00 ",20077.20,8/1/2014,8, August ,2014
Government,Canada, Amarilla , High ,707, $260.00 , $350.00 ," $247,450.00 "," $24,745.00 ",222705.00," $183,820.00 ",38885.00,9/1/2014,9, September ,2014
